DOC_NUMBER;QUOT_FROM;DOC_TYPE;ORD_REASON;QUOT_TO;COMP_CODE;BILL_BLOCK;LOC_CURRCY;SOLD_TO;RATE_TYPE;GN_CUSTOM;CUST_GRP1;CUST_GRP2;CUST_GRP3;CUST_GRP4;CUST_GRP5;DEL_BLOCK;STAT_CURR;DOC_CATEG;DOC_CATEGR;SALES_OFF;SALES_GRP;SALESORG;DISTR_CHAN;CREATEDON;DOC_CURRCY;SALESEMPLY;DIV_HEAD;REQ_DATE;FISCVARNT;ORDERS
3405132;2013-09-16;ZSIR;B02;9999-12-31;BE10;G0;KZT;1063963422;;ELLABELLE-INDUSTRIES;;;;;;;KZT;G;;PLL1;21;UA10;1;2013-08-06;;;10;;K4;7
3405133;2013-09-16;ZWE;B02;9999-12-31;BE10;G0;KZT;1063963422;KZ;MOUNTZION-MOTORSERVICES;103;;;;;;KZT;B;;PLD7;;UA10;1;2013-08-06;;;10;;K4;5
3405134;2013-09-16;ZWE;ZV4;9999-12-31;BE10;G0;KZT;1063963422;M;NANKIN-MANUFACTURING;;;;;;;KZT;G;;;;RU11;1;2013-08-06;;;10;;K4;1
3405135;2013-09-16;YO03;ZV4;9999-12-31;BE10;G0;KZT;1063963422;;LUMPKIN-TEXTILES;;;;;;;GEL;H;;GB03;;RU11;1;2013-08-06;;;10;;K4;8
3405136;2013-08-20;YO03;ZV4;9999-12-31;BE10;G0;KZT;1063963422;M;DUDLEY-DEVELOPMENT;;;;;;;KZT;G;;;24;RU11;1;2013-08-06;;;10;;K4;6
3405137;2013-08-20;YI04;ZV4;9999-12-31;BE10;G0;KZT;1063963422;;PEACHTREECITYWEBSITE-SOFTWARE;;;;;;;KZT;G;;;;RU11;1;2013-08-06;;;10;;K4;6
3405138;2013-08-20;YI04;B01;9999-12-31;GB30;G0;KZT;1063963422;;ATTAPULGUS-OFFICESUPPLIES;104;;;;;;KZT;G;;PLF3;28;RU11;1;2013-08-06;;;10;;K4;4
3405139;2013-08-20;YO11;B01;9999-12-31;GB30;G0;KZT;1063963422;;LAWRENCEVILLE-DEVELOPMENT;;;;;;;KZT;G;;DE02;20;RU11;1;2013-09-02;;;10;;K4;6
3405140;2013-08-20;ZPL3;B02;9999-12-31;GB30;G0;KZT;1063963422;;BANNOCKBURN-TEXTILES;106;;;;;;KZT;H;;PLLQ;211;RU11;1;2013-09-02;;;10;;K4;8
3405141;2013-08-20;ZWE;ZV4;9999-12-31;GB30;G0;KZT;1063963422;;MORVEN-MANUFACTURING;;;;;;;KZT;B;;;211;RU11;1;2013-09-16;;;10;;K4;6
3405142;2013-06-07;ZWEN;B01;9999-12-31;PL10;G0;KZT;1063963422;;HOGANSVILLE-SOFTWARE;;;;;;;RUB;L;;PLD7;;RU11;1;2013-02-01;;;10;;K4;4
3405143;2013-06-07;ZWEN;B01;9999-12-31;PL10;G0;KZT;1063963422;;BADEN-INDUSTRIES;102;;RO3;;;;KZT;L;;PLF3;22;140;1;2013-02-01;;;10;;K4;2
3405144;2013-06-07;ZWEN;B02;9999-12-31;UA10;G0;KZT;1063963422;;MCINTOSH-DEVELOPMENT;;;;;;;KZT;C;;;;PL10;1;2013-03-13;;;10;;K4;8
3405145;2013-06-07;ZWEN;B02;9999-12-31;UA10;G0;KZT;1045171174;;ATKINSON-STUDIOS;;;;;;;KZT;H;;GB10;;PL10;1;2013-06-25;;;10;;K4;3
3405146;2013-10-18;ZWEN;B01;9999-12-31;RO30;G0;KZT;1045171174;M;GEORGETOWN-REALTY;;;;;;;KZT;B;;;;PL10;1;2013-01-05;;;10;;K4;2
3405147;2013-10-18;ZPL2;ZV4;9999-12-31;RO30;G0;KZT;1045171174;;RINCON-SERVICES;;;;;;;KZT;H;;PLLU;28;PL10;1;2013-01-05;;;10;;K4;8
3405148;2013-10-18;ZPL2;ZV4;9999-12-31;140;G0;KZT;1045171174;;SMITHVILLE-MOTORSERVICES;;;;;;;KZT;L;;GB02;;PL10;1;2013-03-01;;;10;;K4;6
3405149;2013-10-18;ZSI;B01;9999-12-31;PL10;G0;KZT;1045171174;;AILEY-INSURANCE;;;;;;;KZT;H;;;;PL10;1;2013-03-01;;;10;;K4;6
3405150;2013-10-18;ZSE2;B01;9999-12-31;PL10;G0;EUR;1045171174;;UNIONVILLE-CAFE;;;;;;;KZT;B;;;23;PL10;1;2013-03-01;;;10;;K4;5
3405151;2013-10-18;ZSE2;B01;9999-12-31;RU10;G0;EUR;1045171174;;IRWINVILLE-TEXTILES;102;;;;;;EUR;L;;GB10;;KZ10;1;2013-10-05;;;80;;K4;3
3405152;2013-10-18;ZSE2;ZV4;9999-12-31;GB30;G0;EUR;1045171174;;HOPEULIKIT-STUDIOS;;;;;;;EUR;L;;PLD7;210;KZ10;1;2013-10-05;;;80;;K4;1
3405153;2013-10-18;ZWEN;B02;9999-12-31;140;G0;EUR;1045171174;KZ;EDISON-STUDIOS;;;;;;;EUR;C;;PLD1;;KZ10;1;2013-10-05;;;80;;K4;7
3405154;2013-10-18;ZSAS;B02;9999-12-31;GB30;G0;EUR;1045171174;;STERLING-GYMNASIUM;103;;;;;;GBP;B;;;;SE10;1;2013-10-05;;;80;;K4;3
3405155;2013-10-18;ZSAS;B01;9999-12-31;GB30;G0;EUR;1045171174;KZ;COLESBURG-BAKERY;;3;;;;;PLN;L;;DE01;28;SE10;1;2013-10-05;;;80;;K4;4
3405156;2013-10-18;ZSAS;B01;9999-12-31;GB30;G0;EUR;1045171174;KZ;NEEDMORE-TEXTILES;;;;;;;EUR;G;;PLAP;;SE10;1;2013-10-05;;;40;;K4;7
3405157;2013-10-18;ZSAS;ZV6;9999-12-31;GB30;G0;EUR;1045171174;;HAMPTON-MOTORS;;;;;;;EUR;C;;PLOR;21;SE10;1;2013-10-05;;;40;;K4;2
3405158;2013-10-18;ZWE;ZV6;9999-12-31;RO60;G0;EUR;1045171174;M;ROCHELLE-CAFE;;;;;;;KZT;C;;;24;SE10;1;2013-10-05;;;40;;K4;3
3405159;2013-10-18;ZSIN;ZV4;9999-12-31;GB10;G0;EUR;1045171174;;HORTENSE-SERVICES;;;;;;;EUR;G;;PLAN;;SE10;1;2013-10-05;;;60;;K4;8
3405160;2013-10-11;ZSIS;ZV4;9999-12-31;GB10;G0;EUR;1045171174;M;CHAUNCEY-BAKERY;;;;;;ZG;EUR;L;;PLLQ;;SE10;1;2013-10-05;;;30;;K4;8
3405161;2013-09-19;YO01;ZV4;9999-12-31;GE10;G0;EUR;1045171174;;GRAHAM-TEXTILES;;;;;;;EUR;L;;PLA9;;SE10;1;2013-10-05;;;60;;K4;7
3405162;2013-09-19;ZPL1;B02;9999-12-31;GE10;G0;EUR;1045171174;;REGISTER-INDUSTRIES;104;1;;;;;EUR;H;;PLO9;211;RU11;1;2013-07-08;;;60;;K4;6
3405163;2013-09-19;ZPL1;B02;9999-12-31;GB10;G0;EUR;1045171174;;APPLING-FURNISHINGS;102;;;;;;EUR;C;;PLL1;;RU11;1;2013-07-08;;;60;;K4;6
3405164;2013-01-01;YO11;B02;9999-12-31;GB10;G0;EUR;1056677418;;MCDONOUGH-STUDIOS;103;1;;;;ZG;EUR;H;;PLF4;;RU11;1;2013-07-08;;;60;;K4;6
3405165;2013-01-01;YO11;B02;9999-12-31;140;G0;EUR;1086615300;;WALTHOURVILLE-MEDICALSUPPLIES;;;;;;;EUR;C;;GB03;;RU11;1;2013-07-08;;;60;;K4;2
3405166;2013-01-01;YO11;B02;9999-12-31;RO30;G0;EUR;1086615300;KZ;BARRETTS-TRAVEL;102;;;;;;EUR;C;;PLA6;29;RU11;1;2013-05-05;;;60;;K4;8
3405167;2013-03-24;YO11;ZV7;9999-12-31;RO30;G0;RUB;1086615300;;SMITHVILLE-TRAVEL;;;;;;;EUR;L;;;;RU11;1;2013-05-05;;;60;;K4;7
3405168;2013-03-24;YO11;ZV6;9999-12-31;GB10;G0;RUB;1086615300;;HAHIRA-ACCOUNTING;104;;;;;ZG;RUB;L;;PLL1;;10;1;2013-05-05;;;60;;K4;8
3405169;2013-03-24;YO11;ZV7;9999-12-31;GB10;G0;RUB;1086615300;;OUSLEY-TRAVEL;;;;;;;RUB;H;;;27;RO30;1;2013-05-05;;;60;;K4;3
3405170;2013-03-24;YO11;ZV7;9999-12-31;GB10;G0;RUB;1086615300;;ALPHARETTA-TEXTILES;;;;;;ZG;RUB;C;;;;RO30;1;2013-05-05;;;60;;K4;3
3405171;2013-03-24;YI04;ZV7;9999-12-31;RO30;G0;RUB;1086615300;;SPRINGFIELD-ENGINEERING;103;;;;;;RUB;H;;;212;RO30;1;2013-05-05;;;60;;K4;5
3405172;2013-02-11;ZSI;ZV6;9999-12-31;RU10;G0;RUB;1086615300;;HARRIETTSBLUFF-LANDSCAPING;104;;;;;;RUB;L;;PLOU;;RO30;1;2013-05-05;;;60;;K4;5
3405173;2013-02-11;ZSI;ZV6;9999-12-31;RU10;G0;RUB;1086615300;;UNIONVILLE-FURNISHINGS;;;;;;;RUB;H;;;;RO30;1;2013-05-05;;;60;;K4;8
3405174;2013-02-11;ZSI;ZV6;9999-12-31;RU10;G0;RUB;1079047476;;PEARSON-INSURANCE;;;;;;ZG;RUB;L;;;28;RO30;1;2013-05-05;;;60;;K4;5
3405175;2013-02-11;ZSI;ZV4;9999-12-31;RU10;G0;EUR;1063706219;M;STRONGSVILLE-SIGNS;106;;;;;;RUB;G;;DE04;;RO30;1;2013-05-05;;;60;;K4;1
3405176;2013-02-11;ZWEN;ZV4;9999-12-31;RU10;G0;EUR;1063706219;KZ;NELSON-FURNISHINGS;106;;;;;;PLN;H;;PLF3;;RO30;1;2013-05-05;;;60;;K4;4
3405177;2013-07-23;ZWEN;B01;9999-12-31;RU10;G0;EUR;1081486694;;STATESBORO-SIGNS;102;;ROG;;;;EUR;B;;PLA6;;RO30;1;2013-05-05;;;60;;K4;7
3405178;2013-07-23;YC01;B01;9999-12-31;140;G0;EUR;1081486694;M;GRIFFIN-REALTY;;;;;;;UAH;C;;DE03;27;140;1;2013-01-29;;;50;;K4;3
3405179;2013-07-23;ZWE;B01;9999-12-31;140;G0;EUR;1081486694;;COLUMBUS-TRAVEL;;;;;;;EUR;L;;PLLB;211;140;1;2013-01-29;;;50;;K4;7
3405180;2013-07-23;ZWE;ZV4;9999-12-31;140;G0;EUR;1081486694;M;KIRKLAND-MANUFACTURING;104;;;;;;EUR;C;;PLAP;;140;1;2013-01-29;;;10;;K4;4
3405181;2013-05-28;ZWE;ZV6;9999-12-31;BE10;G0;EUR;1089399097;;SOPERTON-INSURANCE;;;;;;;SEK;H;;;26;SE10;1;2013-01-29;;;10;;K4;7
3405182;2013-05-21;YC01;B02;9999-12-31;RU11;G0;EUR;1089399097;;DAKOTA-FURNISHINGS;;;;;;ZG;EUR;G;;DE03;;SE10;1;2013-01-29;;;10;;K4;4
3405183;2013-05-21;YC01;B02;9999-12-31;PL10;G0;EUR;1089399097;;JEFFERSONVILLE-BAKERY;102;;;;;;EUR;H;;;211;SE10;1;2013-01-29;;;60;;K4;5
3405184;2013-07-17;YO03;ZV4;9999-12-31;KZ10;G0;EUR;1089399097;;ALPHARETTA-INSURANCE;;;;;;;EUR;G;;DE03;20;SE10;1;2013-01-29;;;60;;K4;6
3405185;2013-07-17;ZPL2;ZV4;9999-12-31;KZ10;G0;EUR;1089399097;;BERKELEYLAKE-DEVELOPMENT;103;;;;;;EUR;L;;PLAN;;PL10;1;2013-01-29;;;60;;K4;7
3405186;2013-07-17;ZPL2;ZV6;9999-12-31;RU10;G0;EUR;1089399097;;ROSWELL-LANDSCAPING;;;;;;;EUR;L;;;;PL10;1;2013-01-29;;;60;;K4;1
3405187;2013-07-17;ZPL2;B01;9999-12-31;RU11;G0;EUR;1089399097;;SMYRNA-MOTORSERVICES;;;;;;;EUR;G;;PLD1;28;PL10;1;2013-01-29;;;60;;K4;5
3405188;2013-07-17;ZWES;B02;9999-12-31;RU11;G0;EUR;1089399097;;WOODBINE-DEVELOPMENT;;;;;;;EUR;H;;;;GB10;1;2013-01-29;;;60;;K4;4
3405189;2013-07-17;YO12;B02;9999-12-31;GB10;G0;EUR;1030248035;;NEWROCKHILL-DEVELOPMENT;;;;;;;EUR;H;;;24;GB10;1;2013-01-29;;;60;;K4;5
3405190;2013-07-17;YO12;ZV7;9999-12-31;GB10;G0;PLN;1030248035;;IRONCITY-MANUFACTURING;;;;;;;EUR;C;;PLLQ;26;GB10;1;2013-01-29;;;10;;K4;7
3405191;2013-07-17;YI04;ZV6;9999-12-31;KZ10;G0;PLN;1030248035;;TALBOTTON-MEDICALSUPPLIES;;;;;;;PLN;C;;PLLQ;;140;1;2013-01-29;;;10;;K4;5
3405192;2013-07-17;ZWE;ZV4;9999-12-31;KZ10;G0;PLN;1083905545;;CANTON-STUDIOS;;;;;;;PLN;B;;;24;140;1;2013-02-28;;;10;;K4;3
3405193;2013-01-25;ZPL1;ZV4;9999-12-31;KZ10;G0;PLN;1083905545;KZ;SUWANEE-STUDIOS;106;;;;;;KZT;B;;;;UA10;1;2013-02-28;;;10;;K4;5
3405194;2013-09-16;ZPL1;ZV4;9999-12-31;GB10;G0;PLN;1083905545;;CULLODEN-TRAVEL;;;;;;;PLN;B;;PLAP;;RO60;1;2013-02-28;;;10;;K4;4
3405195;2013-09-16;YC01;ZV6;9999-12-31;GB10;G0;UAH;1083905545;;ABBA-ACCOUNTING;;;;;;;PLN;G;;;;RO60;1;2013-02-28;;;10;;K4;8
3405196;2013-09-16;YC01;ZV4;9999-12-31;GB10;G0;UAH;1089746401;;SYLVANIA-INSURANCE;;;;;;;UAH;H;;PLAF;23;RO60;1;2013-02-28;;;10;;K4;8
3405197;2013-09-16;ZPL2;ZV4;9999-12-31;GB10;G0;UAH;1089746401;;STILLMORE-FURNISHINGS;104;;;;;;UAH;G;;;;NL11;1;2013-02-28;;;10;;K4;1
3405198;2013-09-16;ZDMS;ZV4;9999-12-31;GB10;G0;UAH;1089746401;;THELMA-CAFE;;;;;;;UAH;C;;;;NL11;1;2013-02-28;;;20;;K4;5
3405199;2013-09-16;ZDMS;ZV4;9999-12-31;KZ10;G0;UAH;1089746401;;OUSLEY-FURNISHINGS;104;;;;;;UAH;C;;PLF3;20;NL11;1;2013-10-03;;;20;;K4;1
3405200;2013-09-16;YO11;ZV4;9999-12-31;RU11;G0;UAH;1089746401;;HAZLEHURST-SERVICES;;;;;;;UAH;L;;DE04;;NL11;1;2013-11-29;;;20;;K4;3
3405201;2013-03-13;ZSAS;ZV4;9999-12-31;GE10;G0;UAH;1089746401;;CAMILLA-REALTY;102;;;;;;UAH;G;;DE01;22;NL11;1;2013-11-29;;;20;;K4;4
3405202;2013-03-13;ZSAS;B02;9999-12-31;GE10;G0;UAH;1089746401;;BRUNSWICK-ACCOUNTING;;;;;;;UAH;B;;DE05;;NL11;1;2013-11-29;;;70;;K4;6
3405203;2013-03-13;ZPL2;B02;9999-12-31;SE10;G0;UAH;1089746401;;BRISTOL-DEVELOPMENT;;;;;;ZG;UAH;H;;DE03;24;NL11;1;2013-11-29;;;70;;K4;2
3405204;2013-03-13;ZPL2;B02;9999-12-31;SE10;G0;UAH;1089746401;;RETREAT-MOTORSERVICES;;;;;;;UAH;C;;DE05;211;NL11;1;2013-11-29;;;70;;K4;3
3405205;2013-02-04;ZPL2;B02;9999-12-31;SE10;G0;UAH;1089746401;;LOUISVILLE-SOFTWARE;;;;;;;UAH;C;;;;NL11;1;2013-11-29;;;10;;K4;5
3405206;2013-02-04;ZPL2;B02;9999-12-31;KZ10;G0;UAH;1089746401;KZ;JESUP-BAKERY;;;;;;;UAH;G;;PLP4;;NL11;1;2013-11-29;;;10;;K4;4
3405207;2013-02-04;ZPL2;B02;9999-12-31;KZ10;G0;UAH;1089746401;;COLUMBUS-MANUFACTURING;;;;;;;UAH;G;;DE08;;NL11;1;2013-08-27;;;10;;K4;2
3405208;2013-02-04;ZPL2;B01;9999-12-31;GE10;G0;UAH;1089746401;;RETREAT-ENGINEERING;;;;;;;UAH;B;;;;NL11;1;2013-08-27;;;10;;K4;2
3405209;2013-02-04;ZPL2;B02;9999-12-31;GE10;G0;PLN;1089746401;KZ;AMBOY-CAFE;106;1;;;;;UAH;G;;PLOF;;10;1;2013-08-27;;;30;;K4;2
3405210;2013-02-04;ZRO1;ZV6;9999-12-31;GE10;G0;PLN;1089746401;M;WAYNESVILLE-STUDIOS;;;ROZ;;;ZG;PLN;B;;PLAL;;10;1;2013-08-27;;;30;;K4;2
3405211;2013-01-07;ZWE;B02;9999-12-31;GE10;G0;PLN;1089746401;;MONTEZUMA-LANDSCAPING;;3;;;;;PLN;C;;;;KZ10;1;2013-08-27;;;60;;K4;8
3405212;2013-06-26;ZSIS;B02;9999-12-31;GB30;G0;PLN;1058461589;;HAPEVILLE-FURNISHINGS;;;;;;;PLN;B;;;;KZ10;1;2013-08-27;;;60;;K4;5
3405213;2013-06-26;ZSIS;B01;9999-12-31;GB30;G0;PLN;1058461589;KZ;GARDENCITY-MANUFACTURING;;;;;;;PLN;G;;PLO9;25;RO60;1;2013-08-27;;;60;;K4;8
3405214;2013-07-31;ZSIS;B01;9999-12-31;GB30;G0;EUR;1058461589;;RUTLEDGE-GYMNASIUM;;;;;;;PLN;C;;;;140;1;2013-08-27;;;60;;K4;1
3405215;2013-07-31;YP01;B01;9999-12-31;140;G0;EUR;1058461589;;NASHVILLE-REALTY;;;;;;;EUR;G;;;;140;1;2013-08-27;;;60;;K4;3
3405216;2013-07-31;YP01;B02;9999-12-31;140;G0;EUR;1058461589;;GAINESVILLE-REALTY;;;;;;;EUR;L;;PLLQ;;140;1;2013-08-27;;;60;;K4;7
3405217;2013-07-31;YP01;B02;9999-12-31;140;G0;EUR;1058461589;;WAYCROSS-INDUSTRIES;103;;;;;;EUR;L;;;;PL10;1;2013-08-27;;;60;;K4;6
3405218;2013-07-31;YP01;B02;9999-12-31;SE10;G0;EUR;1063903741;;OGLETHORPE-DEVELOPMENT;;;;;;;EUR;B;;;;PL10;1;2013-01-23;;;60;;K4;7
3405219;2013-07-31;YP01;B02;9999-12-31;SE10;G0;EUR;1063903741;;LAFAYETTE-ENGINEERING;;2;;;;ZG;EUR;C;;;28;PL10;1;2013-01-23;;;60;;K4;2
3405220;2013-07-31;ZWES;ZV6;9999-12-31;GB10;G0;EUR;1051866768;KZ;DECATUR-ENGINEERING;103;;;;;ZG;EUR;B;;PLA6;;GE10;1;2013-01-23;;;60;;K4;6
3405221;2013-07-31;ZWES;ZV4;9999-12-31;GB10;G0;EUR;1051866768;M;BLAKELY-OFFICESUPPLIES;;;;;;;EUR;H;;;;GE10;1;2013-01-23;;;60;;K4;6
3405222;2013-07-31;ZWEN;ZV4;9999-12-31;GB10;G0;EUR;1051866768;;AMERICUS-TEXTILES;102;;;;;;EUR;C;;;25;KZ10;1;2013-05-16;;;60;;K4;1
3405223;2013-09-22;ZWEN;ZV7;9999-12-31;RU10;G0;EUR;1042721805;;HORTENSE-TEXTILES;;;;;;;EUR;L;;DE03;22;KZ10;1;2013-05-16;;;60;;K4;8
3405224;2013-09-22;ZWEN;ZV7;9999-12-31;RU10;G0;EUR;1042721805;;PALMETTO-STUDIOS;;3;;;;;EUR;L;;PLL0;20;KZ10;1;2013-05-16;;;40;;K4;4
3405225;2013-09-22;ZWEN;B02;9999-12-31;RO10;G0;EUR;1040859279;;GLORY-ACCOUNTING;104;;;;;;EUR;B;;PLAP;;KZ10;1;2013-05-16;;;40;;K4;4
3405226;2013-09-22;ZWEN;B02;9999-12-31;RO10;G0;EUR;1040859279;;ST.SIMONSISLAND-REALTY;106;2;;;;;EUR;C;;;;KZ10;1;2013-05-16;;;40;;K4;4
3405227;2013-09-22;ZWEN;B02;9999-12-31;RO10;G0;EUR;1040859279;;SYLVANIA-LANDSCAPING;;;;;;;EUR;B;;PLLU;;KZ10;1;2013-05-16;;;40;;K4;5
3405228;2013-09-22;ZWEN;B02;9999-12-31;140;G0;EUR;1040859279;;AMBROSE-LANDSCAPING;;;;;;;EUR;H;;PLLO;;KZ10;1;2013-05-16;;;40;;K4;7
3405229;2013-09-22;ZPL2;ZV6;9999-12-31;140;G0;EUR;1052460989;;LEARY-ENGINEERING;;;DED;;;;EUR;H;;PLLQ;22;KZ10;1;2013-05-16;;;40;;K4;3
3405230;2013-09-22;ZPL2;ZV6;9999-12-31;PL10;G0;EUR;1052982768;;AUGUSTA-RICHMONDCOUNTY-SOFTWARE;106;;;;;ZG;EUR;G;;;28;KZ10;1;2013-05-16;;;40;;K4;5
3405231;2013-07-31;ZPL2;B01;9999-12-31;GB10;G0;EUR;1052982768;;RETREAT-SOFTWARE;;;;;;;EUR;C;;PLA9;;140;1;2013-05-16;;;40;;K4;2
3405232;2013-07-31;ZPL2;ZV4;9999-12-31;UA10;G0;EUR;1052982768;;MONIAC-DEVELOPMENT;103;;;;;;EUR;B;;PLH4;;140;1;2013-05-16;;;40;;K4;7
3405233;2013-07-31;YP01;ZV6;9999-12-31;UA10;G0;EUR;1052982768;M;STOCKBRIDGE-STUDIOS;;2;DED;;;;EUR;H;;;;140;1;2013-05-16;;;40;;K4;1
3405234;2013-07-31;ZSIR;ZV6;9999-12-31;RU11;G0;EUR;1046119236;;DOCKJUNCTION-STUDIOS;;;DEW;;;;EUR;C;;PLAF;;GB10;1;2013-05-16;;;40;;K4;6
3405235;2013-07-31;ZSIR;ZV4;9999-12-31;RO10;G0;EUR;1046119236;;HIGGSTON-GYMNASIUM;;;;;;;EUR;L;;;;BE10;1;2013-05-16;;;40;;K4;7
3405236;2013-07-31;ZSIR;ZV4;9999-12-31;RO10;G0;EUR;1046119236;;BROOKFIELD-ACCOUNTING;;;;;;;EUR;G;;PLA6;;BE10;1;2013-05-16;;;40;;K4;2
3405237;2013-07-31;ZSIR;ZV4;9999-12-31;GB30;G0;EUR;1046119236;;HAMILTON-ACCOUNTING;;2;;;;;EUR;L;;;;BE10;1;2013-02-12;;;50;;K4;8
3405238;2013-07-31;ZSIR;B01;9999-12-31;10;G0;EUR;1046119236;;NICHOLLS-MANUFACTURING;;;;;;;EUR;L;;GB01;;BE10;1;2013-10-23;;;50;;K4;5
3405239;2013-09-24;ZSIR;ZV4;9999-12-31;SE10;G0;EUR;1047995480;;MANCHESTER-OFFICESUPPLIES;;;;;;;EUR;B;;PLLU;;BE10;1;2013-10-23;;;50;;K4;5
3405240;2013-09-24;ZDMS;ZV7;9999-12-31;PL10;G0;EUR;1047995480;;DAWSONVILLE-SERVICES;106;3;;;;ZG;EUR;H;;;;BE10;1;2013-10-23;;;50;;K4;8
3405241;2013-09-24;ZDMS;ZV7;9999-12-31;PL10;G0;EUR;1047995480;;EUHARLEE-SOFTWARE;;;;;;;EUR;H;;;23;BE10;1;2013-10-23;;;50;;K4;1
3405242;2013-01-17;ZSAS;ZV7;9999-12-31;KZ10;G0;EUR;1047995480;KZ;BACONTON-TRAVEL;;;;;;;EUR;B;;;;BE10;1;2013-10-23;;;50;;K4;8
3405243;2013-01-17;ZSE2;ZV7;9999-12-31;KZ10;G0;EUR;1047995480;KZ;ALMA-TRAVEL;;;ROZ;;;;EUR;G;;PLD7;;GB10;1;2013-10-23;;;30;;K4;7
3405244;2013-01-17;YO03;ZV7;9999-12-31;PL10;G0;EUR;1047995480;;RICEBORO-FURNISHINGS;;;;;;;EUR;L;;;;GB10;1;2013-01-31;;;30;;K4;8
3405245;2013-01-17;YO03;ZV4;9999-12-31;RU11;G0;EUR;1047995480;;THALMAN-INDUSTRIES;;;;;;;EUR;C;;DE02;;10;1;2013-01-31;;;30;;K4;5
3405246;2013-01-17;YO03;ZV4;9999-12-31;GB10;G0;GEL;1047995480;;WINOKUR-TRAVEL;;;;;;;EUR;L;;;27;10;1;2013-01-31;;;30;;K4;7
3405247;2013-01-17;YO03;ZV4;9999-12-31;BE10;G0;GEL;1047995480;;HARRIETTSBLUFF-CAFE;;;;;;;GBP;L;;;;10;1;2013-01-31;;;30;;K4;6
3405248;2013-01-17;ZSIR;B02;9999-12-31;BE10;G0;GEL;1047995480;;SUWANEE-FURNISHINGS;;;;;;;GEL;G;;PLAN;24;UA10;1;2013-01-31;;;80;;K4;7
3405249;2013-01-17;ZSIR;B02;9999-12-31;BE10;G0;GEL;1047995480;;DUBLIN-ENGINEERING;;;;;;;GEL;L;;PLAN;;GE10;1;2013-01-31;;;80;;K4;6
3405250;2013-01-17;ZSAN;B02;9999-12-31;140;G0;GEL;1047995480;M;EDISON-STUDIOS;;;;;;;GEL;G;;PLOU;212;GE10;1;2013-01-31;;;80;;K4;2
3405251;2013-01-17;YO13;ZV4;9999-12-31;GE10;G0;PLN;1047995480;;WARRENTON-SOFTWARE;106;;;;;;GEL;G;;PLH4;;GE10;1;2013-01-31;;;80;;K4;7
3405252;2013-01-17;YO13;ZV4;9999-12-31;KZ10;G0;PLN;1047995480;;CLAXTON-MANUFACTURING;104;;;;;;PLN;H;;PLOF;;NL11;1;2013-01-31;;;80;;K4;1
3405253;2013-08-04;YO03;ZV4;9999-12-31;RO60;G0;UAH;1047995480;M;HARRIETTSBLUFF-DEVELOPMENT;;;;;;;PLN;B;;;;NL11;1;2013-01-31;;;80;;K4;2
3405254;2013-08-04;ZSIN;ZV4;9999-12-31;RO60;G0;UAH;1047995480;;LILBURN-DEVELOPMENT;102;;;;;;UAH;B;;;;NL11;1;2013-04-09;;;80;;K4;2
3405255;2013-08-04;ZSIN;ZV4;9999-12-31;RO60;G0;UAH;1047995480;KZ;ADAIRSVILLE-MOTORSERVICES;103;3;;;;ZG;UAH;G;;;;RO10;1;2013-04-09;;;80;;K4;6
3405256;2013-08-04;ZSIN;ZV4;9999-12-31;RO60;G0;UAH;1047995480;;WAYNESVILLE-INDUSTRIES;104;;;;;;UAH;G;;PLA9;25;RU10;1;2013-05-08;;;80;;K4;8
3405257;2013-08-04;ZSIN;ZV4;9999-12-31;SE10;G0;UAH;1047995480;;LENOX-ACCOUNTING;;;;;;;UAH;L;;;23;RU10;1;2013-05-08;;;60;;K4;8
3405258;2013-05-02;ZSIN;ZV4;9999-12-31;RO60;G0;UAH;1047995480;;BUENAVISTA-MOTORS;;;;;;;UAH;B;;PLF4;;PL10;1;2013-05-08;;;80;;K4;4
3405259;2013-05-02;ZSIN;ZV6;9999-12-31;RO30;G0;UAH;1044708235;;ELDORADO-GYMNASIUM;106;;;;;;UAH;C;;PLF4;;NL11;1;2013-05-08;;;80;;K4;4
3405260;2013-05-02;ZSIN;ZV6;9999-12-31;RO30;G0;UAH;1044708235;;DUNWOODY-MOTORS;;;;;;;UAH;G;;PLOR;;NL11;1;2013-05-08;;;80;;K4;6
3405261;2013-05-02;ZSIN;ZV7;9999-12-31;RO30;G0;GBP;1044708235;;ELLENTON-MEDICALSUPPLIES;106;1;;;;;UAH;L;;;29;NL11;1;2013-03-26;;;80;;K4;3
3405262;2013-05-02;ZSIN;ZV7;9999-12-31;10;G0;GBP;1044708235;;HARDING-MOTORS;;;;;;;GBP;G;;PLP4;;NL11;1;2013-03-26;;;80;;K4;8
3405263;2013-05-02;YC01;ZV7;9999-12-31;PL10;G0;GBP;1044708235;;STILLMORE-STUDIOS;;;;;;ZG;GBP;H;;;;NL11;1;2013-03-26;;;80;;K4;4
3405264;2013-05-02;YC01;ZV7;9999-12-31;RU10;G0;GBP;1052068156;;VILLARICA-GYMNASIUM;;;DED;;;;GBP;G;;;;NL11;1;2013-03-26;;;10;;K4;2
3405265;2013-05-02;YC01;ZV4;9999-12-31;RU10;G0;GBP;1052068156;;BARNESVILLE-MEDICALSUPPLIES;106;;;;;;GBP;G;;GB02;27;NL11;1;2013-03-26;;;10;;K4;3
